Unnamed: 0,concept_cd,ICD_Description,Long_COVID_Likelihood_Speculative,Explanation_Speculative,Chronic_Status,Chronic_Explanation
208,ICD10:H54.40,Blindness and low vision (H54.40),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
209,ICD10:H53.013,Visual disturbances (H53.013),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
210,ICD10:H53.2,Visual disturbances (H53.2),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
211,ICD10:H53.483,Visual disturbances (H53.483),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
212,ICD10:H53.482,Visual disturbances (H53.482),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
213,ICD10:H53.481,Visual disturbances (H53.481),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
214,ICD10:H53.71,Visual disturbances (H53.71),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
215,ICD10:H53.47,Visual disturbances (H53.47),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
216,ICD10:H53.462,Visual disturbances (H53.462),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
217,ICD10:H53.461,Visual disturbances (H53.461),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
218,ICD10:H54.8,Blindness and low vision (H54.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
219,ICD10:H53.453,Visual disturbances (H53.453),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
220,ICD10:H53.452,Visual disturbances (H53.452),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
221,ICD10:H53.19,Visual disturbances (H53.19),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
222,ICD10:H53.8,Visual disturbances (H53.8),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
223,ICD10:H53.16,Visual disturbances (H53.16),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
224,ICD10:H53.022,Visual disturbances (H53.022),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
225,ICD10:H53.021,Visual disturbances (H53.021),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
226,ICD10:H53.413,Visual disturbances (H53.413),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
227,ICD10:H53.412,Visual disturbances (H53.412),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
228,ICD10:H53.411,Visual disturbances (H53.411),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
229,ICD10:H53.419,Visual disturbances (H53.419),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
230,ICD10:H53.423,Visual disturbances (H53.423),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
231,ICD10:H53.433,Visual disturbances (H53.433),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
232,ICD10:H53.032,Visual disturbances (H53.032),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
233,ICD10:H53.131,Visual disturbances (H53.131),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
234,ICD10:H53.139,Visual disturbances (H53.139),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
235,ICD10:H53.123,Visual disturbances (H53.123),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
236,ICD10:H53.122,Visual disturbances (H53.122),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
237,ICD10:H53.121,Visual disturbances (H53.121),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
238,ICD10:H53.129,Visual disturbances (H53.129),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
239,ICD10:H54.3,Blindness and low vision (H54.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
240,ICD10:H54.62,Blindness and low vision (H54.62),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
241,ICD10:H54.60,Blindness and low vision (H54.60),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
242,ICD10:H54.61,Blindness and low vision (H54.61),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
243,ICD10:H53.003,Visual disturbances (H53.003),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
244,ICD10:H53.002,Visual disturbances (H53.002),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
245,ICD10:H53.001,Visual disturbances (H53.001),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
246,ICD10:H53.30,Visual disturbances (H53.30),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
247,ICD10:H53.60,Visual disturbances (H53.60),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
248,ICD10:H53.10,Visual disturbances (H53.10),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
249,ICD10:H53.9,Unspecified visual disturbance,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
250,ICD10:H53.40,Unspecified visual field defects,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
251,ICD10:H54.7,Blindness and low vision (H54.7),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
252,ICD10:H53.143,"Scotoma involving central area, left eye",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
253,ICD10:H53.142,"Scotoma involving central area, right eye",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
254,ICD10:H53.149,"Scotoma involving central area, unspecified eye",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
255,ICD10:I49.1,Atrial premature depolarization,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
256,ICD10:I48.4,Atypical atrial flutter,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
257,ICD10:I49.9,"Cardiac arrhythmia, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
258,ICD10:I49.2,Junctional premature depolarization,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
259,ICD10:I49.49,Other premature depolarization,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
260,ICD10:I49.8,Other specified cardiac arrhythmias,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
261,ICD10:I48.0,Paroxysmal atrial fibrillation,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
262,ICD10:I47.9,"Paroxysmal tachycardia, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
